4568;4568;NATURAL ORGANITH;SANTANDER;TV 46 60 87 BR LAS GRANJAS;;BARRANCABERMEJA;TV 46 60 87 BR LAS GRANJAS
4569;4569;NATY COPIAS;VALLE DEL CAUCA;CL 11 3 25;;CALI;CL 11 3 25
4570;4570;NAVEGANDO EXPRESS;CUNDINAMARCA;CL 15 9 21;;FUNZA;CL 15 9 21
4571;4571;NAVITEL.NET CALIPSO;SAN ANDRES;AV DUARTE BLUM BAJOS HOTEL CALIPSO;;SAN ANDRES(SA);AV DUARTE BLUM BAJOS HOTEL CALIPSO
4572;4572;NAVITEL.NET MORGAN;SAN ANDRES;CAÑON DE MORGAN LC 106;;SAN ANDRES(SA);CAÑON DE MORGAN LC 106
4573;4573;NELLYS COMERCIO UNITS INTERNET COFFEE;MAGDALENA;CL 6 11 94 LC 2;;SANTA MARTA;CL 6 11 94 LC 2
4574;4574;NET COMUNICACIONES;SANTANDER;AU VI FLORIDABLANCA 147 24 LC 4;;FLORIDABLANCA;AU VI FLORIDABLANCA 147 24 LC 4
4575;4575;NET ZONE;BOGOTA;KR 50 21 41 CL 123;;BOGOTÁ D.C.;KR 50 21 41 CL 123
4576;4576;NET@PHONE COMUNICACIONES;BOYACA;CL 5 3 53;;SAN LUIS DE GACENO;CL 5 3 53
4577;4577;NET@PHONE SANTA MARIA;BOYACA;KR 3 4 02;;SANTA MARÍA (BOY);KR 3 4 02
4578;4578;NET@PHONETAURAMENA;CASANARE;CL 4 14 38;;TAURAMENA;CL 4 14 38
4579;4579;NETCOFFEE;SANTANDER;CL 17 25 29 / 33;;BUCARAMANGA;CL 17 25 29 / 33
4580;4580;NETCYBER.COM;SANTANDER;BL 18 9 LC 101 B SC 13;;FLORIDABLANCA;BL 18 9 LC 101 B SC 13
4581;4581;NEWCELL TECNOLOGY;HUILA;KR 11 CL 3 EQ LC 30;;GARZÓN;KR 11 CL 3 EQ LC 30
4582;4582;NICO PAN;BOGOTA;CL 74 14 66;;BOGOTÁ D.C.;CL 74 14 66
4583;4583;NICOLS SOLO RICURAS;BOGOTA;CL 57 B 69 A 05 SUR;;BOGOTÁ D.C.;CL 57 B 69 A 05 SUR
4584;4584;NIKE SPORTS NO 2 SALA DE VENTAS;VALLE DEL CAUCA;KR 25 27 43;;TULUÁ;KR 25 27 43
4585;4585;NIKOYTEL.COM;BOYACA;CL 3 3 58;;SANTANA;CL 3 3 58
4586;4586;NIXCOM LTDA;BOGOTA;AV EL DORADO 84 A 55 LC A144;;BOGOTÁ D.C.;AV EL DORADO 84 A 55 LC A144
4587;4587;NORCOLOMBIANO;BOLIVAR;KR 1 20 37;;CALAMAR (BOLIVAR);KR 1 20 37
4588;4588;NORIS ARLETH YIDI GARCIA;ANTIOQUIA;KR 65 D 23 A 08;;MEDELLIN;KR 65 D 23 A 08
4589;4589;NOVA EXPRESS SAS;META;CL 15 44 44 LC 1;;VILLAVICENCIO;CL 15 44 44 LC 1
4590;4590;NOVA INTERTEL;BOGOTA;KR 90 69 A 02;;BOGOTÁ D.C.;KR 90 69 A 02
4591;4591;NOVEDADES CAHETEL;ATLANTICO;KR 15 64 55;;BARRANQUILLA;KR 15 64 55
4592;4592;NOVEDADES ESTEFANIA;ANTIOQUIA;KR 53 49 56;;MEDELLIN;KR 53 49 56
4593;4593;NOVEDADES LIDYS;ATLANTICO;KR 37 27 50;;SOLEDAD;KR 37 27 50
4594;4594;NOVEDADES LIDYS 2;ATLANTICO;KR 37 27 50;;SOLEDAD;KR 37 27 50
4595;4595;NUEVA DROGUERIA CALLE 13;CUNDINAMARCA;CL 13 2 09 ESTE SOACHA;;SOACHA;CL 13 2 09 ESTE SOACHA
4596;4596;NUEVA DROGUERIA ECONOMICA;ANTIOQUIA;CL 31 SAN ANTONIO 29 52;;PUEBLORRICO;CL 31 SAN ANTONIO 29 52
4597;4597;NUEVA DROGUERIA SAN JORGE SAS;BOYACA;CL 20 12 83;;TUNJA;CL 20 12 83
4598;4598;NUEVA DROGUERIA SAN MARTIN;BOYACA;KR 17 12 75;;SOGAMOSO;KR 17 12 75
4599;4599;NUEVA GRAN DROGUERIA;VALLE DEL CAUCA;AV 6 N 23 DN 96;;CALI;AV 6 N 23 DN 96
4600;4600;NUEVA GRAN DROGUERIA 2;VALLE DEL CAUCA;KR 1 A 5 70 C 34;;CALI;KR 1 A 5 70 C 34
4601;4601;NUEVO COMPUTO EU;BOGOTA;KR 16 79 20 OF 101;;BOGOTÁ D.C.;KR 16 79 20 OF 101
4602;4602;NUEVO GRANERO SANTA CECILIA;VALLE DEL CAUCA;CL 9 OESTE 41 A 05;;CALI;CL 9 OESTE 41 A 05
4603;4603;NUEVO LOLA BAR CLUB;BOGOTA;KR 15 93 35/37;;BOGOTÁ D.C.;KR 15 93 35/37
4604;4604;NUEVOTELECENTRO;SANTANDER;EL CENTRO ECOPETROL CAMPO 22;;BARRANCABERMEJA;EL CENTRO ECOPETROL CAMPO 22
4605;4605;OASIS DABUBIO;META;CL 16 A 6 60;;VILLAVICENCIO;CL 16 A 6 60
4606;4606;OBRAS CIVILIS EDWIN;BOLIVAR;DANIEL LEMAITRE CL 65 17 A 98;;CARTAGENA;DANIEL LEMAITRE CL 65 17 A 98
4607;4607;OFFICCE SYSTEM T Y C;BOGOTA;CL 75 15 A 32;;BOGOTÁ D.C.;CL 75 15 A 32
4608;4608;OFFICCE SYSTEM T Y C 2;BOGOTA;CL 75 15 A 32;;BOGOTÁ D.C.;CL 75 15 A 32
4609;4609;OFICIINA CITIBANK CARTAGENA;BOLIVAR;CL 35 KR 9 EQ CENTRO;;CARTAGENA;CL 35 KR 9 EQ CENTRO
4610;4610;OFICINA CITIBANK PRADO;ATLANTICO;CL 74 53 13;;BARRANQUILLA;CL 74 53 13
4611;4611;OFICINA CITIY 84;ATLANTICO;CL 84 49 C 68;;BARRANQUILLA;CL 84 49 C 68
4612;4612;OIL EXPRESS DE COLOMBIA LIMITADA;ATLANTICO;KR 46 82 122;;BARRANQUILLA;KR 46 82 122
4613;4613;OIL EXPRESS SHOP N 3;ANTIOQUIA;KR 65 40 04;;RIONEGRO (ANT);KR 65 40 04
4614;4614;OKANE.COM;VALLE DEL CAUCA;KR 85 C 14A 61;;CALI;KR 85 C 14A 61
4615;4615;OLIMPICA 006 BOSQUE;ATLANTICO;KR 6 76 06 EL BOSQUE;;BARRANQUILLA;KR 6 76 06 EL BOSQUE
4616;4616;OLIMPICA 008;ATLANTICO;CL 36 B KR 8 EQ;;BARRANQUILLA;CL 36 B KR 8 EQ
4617;4617;OLIMPICA 016 GALAPA;ATLANTICO;KR 18 10 30 PLAZA PRINCIPAL GALAPA;;GALAPA;KR 18 10 30 PLAZA PRINCIPAL GALAPA
4618;4618;OLIMPICA 017;ATLANTICO;KR 17 14 19;;BARANOA;KR 17 14 19
4619;4619;OLIMPICA 018;ATLANTICO;KR 22 18 15;;SOLEDAD;KR 22 18 15
4620;4620;OLIMPICA 019;ATLANTICO;CL 4 6 02;;SANTO TOMAS;CL 4 6 02
4621;4621;OLIMPICA 022 SABANALARGA;ATLANTICO;CL 22 19 08;;SABANALARGA(AT);CL 22 19 08
4622;4622;OLIMPICA 023 LOS ROBLES;ATLANTICO;CIRCUNVALAR;;BARRANQUILLA;CIRCUNVALAR
4623;4623;OLIMPICA 026 SOL REAL;ATLANTICO;KR 19 CL 26 10 EQ CE SOL REAL;;SOLEDAD;KR 19 CL 26 10 EQ CE SOL REAL
4624;4624;OLIMPICA 038;ATLANTICO;KR 38 102 B 15 CAMPO ALEGRE;;BARRANQUILLA;KR 38 102 B 15 CAMPO ALEGRE
4625;4625;OLIMPICA 060 TANGANAZO;ATLANTICO;CL 72 KR 60 EQ;;BARRANQUILLA;CL 72 KR 60 EQ
4626;4626;OLIMPICA 063;ATLANTICO;CL 63 KR 14 TERMINAL DE TRASPORTES;;SOLEDAD;CL 63 KR 14 TERMINAL DE TRASPORTES
4627;4627;OLIMPICA 068;ATLANTICO;CL 68 31 81;;BARRANQUILLA;CL 68 31 81
4628;4628;OLIMPICA 098;ATLANTICO;KR 54 CL 98 EQ;;BARRANQUILLA;KR 54 CL 98 EQ
4629;4629;OLIMPICA 101;BOLIVAR;CL 1 DE BADILLO 35 36;;CARTAGENA;CL 1 DE BADILLO 35 36
4630;4630;OLIMPICA 102;BOLIVAR;KR 9 32 58;;CARTAGENA;KR 9 32 58
4631;4631;OLIMPICA 104;BOLIVAR;AV PEDRO DE HEREDIA;;CARTAGENA;AV PEDRO DE HEREDIA
4632;4632;OLIMPICA 106;BOLIVAR;KR 17 38 A TORICES;;CARTAGENA;KR 17 38 A TORICES
4633;4633;OLIMPICA 107;BOLIVAR;CL 32 20 128;;CARTAGENA;CL 32 20 128
4634;4634;OLIMPICA 108;BOLIVAR;AV KRISANTO LUQUE DG 22;;CARTAGENA;AV KRISANTO LUQUE DG 22
4635;4635;OLIMPICA 110;BOLIVAR;KR 3 ESTE 201 19 SUR;;CARTAGENA;KR 3 ESTE 201 19 SUR
4636;4636;OLIMPICA 113;BOLIVAR;DG 32 80 33;;CARTAGENA;DG 32 80 33
4637;4637;OLIMPICA 114;BOLIVAR;TV 54 106 99;;CARTAGENA;TV 54 106 99
4638;4638;OLIMPICA 115;BOLIVAR;TV 53 A 29 44;;CARTAGENA;TV 53 A 29 44
4639;4639;OLIMPICA 170;BOGOTA;KR 58 169 A 55;;BOGOTÁ D.C.;KR 58 169 A 55
4640;4640;OLIMPICA 201;MAGDALENA;CL 11 8 54;;SANTA MARTA;CL 11 8 54
4641;4641;OLIMPICA 204;MAGDALENA;AV LIBERTADOR TV 14 27;;SANTA MARTA;AV LIBERTADOR TV 14 27
4642;4642;OLIMPICA 205;MAGDALENA;KR 9 10 41;;SANTA MARTA;KR 9 10 41
4643;4643;OLIMPICA 206;MAGDALENA;KR 18 30 36;;SANTA MARTA;KR 18 30 36
4644;4644;OLIMPICA 207;MAGDALENA;CL 6 8 18;;FUNDACIÓN;CL 6 8 18
4645;4645;OLIMPICA 208;MAGDALENA;CL 34 29 10;;SANTA MARTA;CL 34 29 10
4646;4646;OLIMPICA 210;MAGDALENA;TV 14 30 146;;SANTA MARTA;TV 14 30 146
4647;4647;OLIMPICA 211;MAGDALENA;AV LIBERTADOR 24 59;;SANTA MARTA;AV LIBERTADOR 24 59
4648;4648;OLIMPICA 303;CORDOBA;KR 3 5 11 CE SURICENTRO;;MONTERÍA;KR 3 5 11 CE SURICENTRO
4649;4649;OLIMPICA 306;CORDOBA;CL 14 10 44;;SAHAGÚN;CL 14 10 44
4650;4650;OLIMPICA 307;CORDOBA;KR 7 16 35;;PLANETA RICA;KR 7 16 35
4651;4651;OLIMPICA 322;SUCRE;KR 26 30 75 CENTRO;;COROZAL;KR 26 30 75 CENTRO
4652;4652;OLIMPICA 323;SUCRE;CL 25 21 47;;SINCELEJO;CL 25 21 47
4653;4653;OLIMPICA 503;ATLANTICO;CL 19 4 134 SIMON BOLIVAR;;BARRANQUILLA;CL 19 4 134 SIMON BOLIVAR
4654;4654;OLIMPICA 544;ATLANTICO;CL 82 53 77;;BARRANQUILLA;CL 82 53 77
4655;4655;OLIMPICA 609;BOLIVAR;CL 32 26 104;;CARTAGENA;CL 32 26 104
4656;4656;OLIMPICA 616;BOLIVAR;CL 32 20 128;;CARTAGENA;CL 32 20 128
4657;4657;OLIMPICA 7 DE AGOSTO;BOGOTA;KR 24 63 F 55;;BOGOTÁ D.C.;KR 24 63 F 55
4658;4658;OLIMPICA 752;CESAR;KR 9 13 C 80;;VALLEDUPAR;KR 9 13 C 80
4659;4659;OLIMPICA 760;CESAR;DG 21 190 20 LC 02;;VALLEDUPAR;DG 21 190 20 LC 02
4660;4660;OLIMPICA 794;SUCRE;CL 25 B 28 331;;SINCELEJO;CL 25 B 28 331
4661;4661;OLIMPICA 895;CORDOBA;CL 16 7 A 41 BR LACHARME;;MONTERÍA;CL 16 7 A 41 BR LACHARME
4662;4662;OLIMPICA AEH CHICO 2;BOGOTA;KR 15 97 25;;BOGOTÁ D.C.;KR 15 97 25
4663;4663;OLIMPICA AEH MAZUREN;BOGOTA;TV 40 150 46;;BOGOTÁ D.C.;TV 40 150 46
4664;4664;OLIMPICA ARMENIA;QUINDIO;KR 22 22 65;;ARMENIA (QUINDIO);KR 22 22 65
4665;4665;OLIMPICA ARMENIA NORTE;QUINDIO;KR 14 8 N 13;;ARMENIA (QUINDIO);KR 14 8 N 13
4666;4666;OLIMPICA AV 6;VALLE DEL CAUCA;AV 6 N 29 11;;CALI;AV 6 N 29 11
4667;4667;OLIMPICA AV CHILE;BOGOTA;CL 72 13 85;;BOGOTÁ D.C.;CL 72 13 85
4668;4668;OLIMPICA BARRANQUILLA;VALLE DEL CAUCA;KR 1 D 62 04;;CALI;KR 1 D 62 04
4669;4669;OLIMPICA BUGA;VALLE DEL CAUCA;CL 4 11 93;;BUGA;CL 4 11 93
4670;4670;OLIMPICA CALLE 100;BOGOTA;CL 100 30 77;;BOGOTÁ D.C.;CL 100 30 77
4671;4671;OLIMPICA CALLE 100;BOGOTA;CL 100 15 01;;BOGOTÁ D.C.;CL 100 15 01
4672;4672;OLIMPICA CALLE 50;CALDAS;CL 50 23 01;;MANIZALES;CL 50 23 01
4673;4673;OLIMPICA CALLE 73;ATLANTICO;CL 73 41 D 53;;BARRANQUILLA;CL 73 41 D 53
4674;4674;OLIMPICA CARRERA 14;ATLANTICO;CL 36 B 13 C-45;;BARRANQUILLA;CL 36 B 13 C-45
4675;4675;OLIMPICA CARTAGO;VALLE DEL CAUCA;CL 14 11 19 CE SANTIAGO PLAZA;;CARTAGO;CL 14 11 19 CE SANTIAGO PLAZA
4676;4676;OLIMPICA CARTAGO NO. 555;VALLE DEL CAUCA;CL 10 6 85;;CARTAGO;CL 10 6 85
4677;4677;OLIMPICA CENTRO NARINO;BOGOTA;KR 40 22 C 10;;BOGOTÁ D.C.;KR 40 22 C 10
4678;4678;OLIMPICA CENTRO PEREIRA;RISARALDA;CL 14 8 34;;PEREIRA;CL 14 8 34
4679;4679;OLIMPICA CHIA;CUNDINAMARCA;CL 11 11 69;;CHÍA;CL 11 11 69
4680;4680;OLIMPICA CHIA CC PLAZA MAYOR;CUNDINAMARCA;CE PLAZA MAYOR;;CHÍA;CE PLAZA MAYOR
4681;4681;OLIMPICA CHICO;BOGOTA;CL 97 10 45 CHCIO;;BOGOTÁ D.C.;CL 97 10 45 CHCIO
4682;4682;OLIMPICA CIENAGA;MAGDALENA;CL 17 19 52;;CIÉNAGA;CL 17 19 52
4683;4683;OLIMPICA CLL 72;ATLANTICO;KR 47 CL 72 31;;BARRANQUILLA;KR 47 CL 72 31
4684;4684;OLIMPICA CLL 84;ATLANTICO;CL 84 KR 67 EQ;;BARRANQUILLA;CL 84 KR 67 EQ
4685;4685;OLIMPICA CLLE 63;BOGOTA;CL 63 16 25;;BOGOTÁ D.C.;CL 63 16 25
4686;4686;OLIMPICA COLINA;BOGOTA;CL 138 52 03;;BOGOTÁ D.C.;CL 138 52 03
4687;4687;OLIMPICA CONTADOR;BOGOTA;TV 30 137 38;;BOGOTÁ D.C.;TV 30 137 38
4688;4688;OLIMPICA CR 21;ATLANTICO;KR 21 CL 64 EQ;;BARRANQUILLA;KR 21 CL 64 EQ
4689;4689;OLIMPICA CR 46;ATLANTICO;KR 46 82 54;;BARRANQUILLA;KR 46 82 54
4690;4690;OLIMPICA CUBA;RISARALDA;CL 70 B 23 93;;PEREIRA;CL 70 B 23 93
4691;4691;OLIMPICA DE LAS NIEVES;ATLANTICO;CL 24 KR 12 EQ;;BARRANQUILLA;CL 24 KR 12 EQ
4692;4692;OLIMPICA FALQUEZ SAO 203;MAGDALENA;CL 23 7 145;;SANTA MARTA;CL 23 7 145
4693;4693;OLIMPICA FALQUEZ SAO 93;ATLANTICO;KR 46 93 EQ;;BARRANQUILLA;KR 46 93 EQ
4694;4694;OLIMPICA GAMMA 350;RISARALDA;CL 83 19 24;;PEREIRA;CL 83 19 24
4695;4695;OLIMPICA GIRARDOT;CUNDINAMARCA;KR 9 14 EQ;;GIRARDOT;KR 9 14 EQ
4696;4696;OLIMPICA GTECH;RISARALDA;KR 16 36 98;;DOS QUEBRADAS;KR 16 36 98
4697;4697;OLIMPICA GTECH PEREIRA;RISARALDA;AV 30 DE AGOSTO 36 10;;PEREIRA;AV 30 DE AGOSTO 36 10
4698;4698;OLIMPICA GTECH CENTRO;CALDAS;KR 21 17 35 CENTRO;;MANIZALES;KR 21 17 35 CENTRO
4699;4699;OLIMPICA GTECH MULTICENTRO ESTRELLA;CALDAS;KR 23 59 70 EL CABLE;;MANIZALES;KR 23 59 70 EL CABLE
4700;4700;OLIMPICA GTECH SANTA ANA;BOGOTA;KR 7 108 44;;BOGOTÁ D.C.;KR 7 108 44
4701;4701;OLIMPICA HACIENDA SANTA BARBARA;BOGOTA;CL 114 6 A 92;;BOGOTÁ D.C.;CL 114 6 A 92
4702;4702;OLIMPICA KENNEDY;BOGOTA;KR 73 D 38 10 SUR;;BOGOTÁ D.C.;KR 73 D 38 10 SUR
4703;4703;OLIMPICA KENNEDY;BOGOTA;KR 78 K 35 A 60 SUR;;BOGOTÁ D.C.;KR 78 K 35 A 60 SUR
4704;4704;OLIMPICA LA CASTELLANA;BOGOTA;CL 95 31 01;;BOGOTÁ D.C.;CL 95 31 01
4705;4705;OLIMPICA LA CEIBA;CESAR;DG 16 1769;;VALLEDUPAR;DG 16 1769
4706;4706;OLIMPICA LA FLORIDA;BOGOTA;CL 68 A 90 A 31;;BOGOTÁ D.C.;CL 68 A 90 A 31
4707;4707;OLIMPICA LORICA;CORDOBA;KR 25 11 05;;LORICA;KR 25 11 05
4708;4708;OLIMPICA METROVIVIENDA;BOGOTA;KR 97 C 69 A 89 SUR;;BOGOTÁ D.C.;KR 97 C 69 A 89 SUR
4709;4709;OLIMPICA MODELO;BOGOTA;CL 69 44 20;;BOGOTÁ D.C.;CL 69 44 20
4710;4710;OLIMPICA MONTERIA 301;CORDOBA;CL 31 1 35;;MONTERÍA;CL 31 1 35
4711;4711;OLIMPICA NIZA;BOGOTA;CL 127 60 96;;BOGOTÁ D.C.;CL 127 60 96
4712;4712;OLIMPICA NORMANDIA;BOGOTA;AV BOYACA 53 12;;BOGOTÁ D.C.;AV BOYACA 53 12
4713;4713;OLIMPICA PALATINO;BOGOTA;KR 7 139 07;;BOGOTÁ D.C.;KR 7 139 07
4714;4714;OLIMPICA PALMIRA;VALLE DEL CAUCA;CL 42 27 24;;PALMIRA;CL 42 27 24
4715;4715;OLIMPICA PLAZA AMERICAS;BOGOTA;TV 64 A 26 50;;BOGOTÁ D.C.;TV 64 A 26 50
4716;4716;OLIMPICA PLAZA DE LAS AMERICAS;BOGOTA;TV 64 A 26 50;;BOGOTÁ D.C.;TV 64 A 26 50
4717;4717;OLIMPICA POPAYAN CONC. GTECH;CAUCA;KR 9 N 24 N 80;;POPAYÁN;KR 9 N 24 N 80
4718;4718;OLIMPICA QUINTA RAMOS;BOGOTA;KR 10 11 34 SUR;;BOGOTÁ D.C.;KR 10 11 34 SUR
4719;4719;OLIMPICA RECREO VILLAVICENCIO;META;CL 35 11 A 42;;VILLAVICENCIO;CL 35 11 A 42
4720;4720;OLIMPICA RESTREPO;BOGOTA;CL 16 SUR 16 43;;BOGOTÁ D.C.;CL 16 SUR 16 43
4721;4721;OLIMPICA RICAUTE;BOGOTA;CL 10 27 56;;BOGOTÁ D.C.;CL 10 27 56
4722;4722;OLIMPICA RIOHACHA;LA GUAJIRA;CL 15 15 74;;RIOHACHA;CL 15 15 74
4723;4723;OLIMPICA RODADERO;MAGDALENA;KR 4 13 58;;SANTA MARTA;KR 4 13 58
4724;4724;OLIMPICA SANTA ISABEL;BOGOTA;KR 30 3 B 08;;BOGOTÁ D.C.;KR 30 3 B 08
4725;4725;OLIMPICA SANTA ROSA NO. 353;RISARALDA;CL 15 11 32;;SANTA ROSA DE CABAL;CL 15 11 32
4726;4726;OLIMPICA SAO 105;BOLIVAR;DG 31 71 130;;CARTAGENA;DG 31 71 130
4727;4727;OLIMPICA SAO CL 53;ATLANTICO;CL 53 46 38;;BARRANQUILLA;CL 53 46 38
4728;4728;OLIMPICA SAO SUBA;BOGOTA;CL 140 91 19 CE SUBAZAR;;BOGOTÁ D.C.;CL 140 91 19 CE SUBAZAR
4729;4729;OLIMPICA SDO 24 HRS LA PL;BOLIVAR;CE LA PLAZUELA DG 31;;CARTAGENA;CE LA PLAZUELA DG 31
4730;4730;OLIMPICA SDO 449 LISBOA;BOGOTA;CL 134 7 B 83 EQ LC 14 ED EL BOSQUE;;BOGOTÁ D.C.;CL 134 7 B 83 EQ LC 14 ED EL BOSQUE
4731;4731;OLIMPICA SDO 472 LA FONTANA;BOGOTA;AV 15 127 18 (NUEVA) LA FONTANA;;BOGOTÁ D.C.;AV 15 127 18 (NUEVA) LA FONTANA
4732;4732;OLIMPICA SDO 790;SUCRE;CL 20 18 50;;SINCELEJO;CL 20 18 50
4733;4733;OLIMPICA SDO 894;CORDOBA;AV CIRCUNVALAR 27 22;;MONTERÍA;AV CIRCUNVALAR 27 22
4734;4734;OLIMPICA SEVILLA;RISARALDA;CL 8 6 35;;LA VIRGINIA;CL 8 6 35
4735;4735;OLIMPICA SINCELEJO 321;SUCRE;CL 21 16 25;;SINCELEJO;CL 21 16 25
4736;4736;OLIMPICA SOACHA UNISUR;CUNDINAMARCA;KR 3 A 29 A 02 AU SUR;;SOACHA;KR 3 A 29 A 02 AU SUR
4737;4737;OLIMPICA SOGAMOSO 391;BOYACA;KR 13 14 28 LC 102;;SOGAMOSO;KR 13 14 28 LC 102
4738;4738;OLIMPICA STO 076;ATLANTICO;CL 76 KR 49 C EQ;;BARRANQUILLA;CL 76 KR 49 C EQ
4739;4739;OLIMPICA STO 252;CESAR;KR 11 19 88;;VALLEDUPAR;KR 11 19 88
4740;4740;OLIMPICA STO 304 CAUCASIA;ANTIOQUIA;TRONCAL DE OCCIDENTE;;CAUCASIA;TRONCAL DE OCCIDENTE
4741;4741;OLIMPICA STO 367 LA COSECHA;CALDAS;CL 24 16 39;;MANIZALES;CL 24 16 39
4742;4742;OLIMPICA STO 409 AV 19;BOGOTA;AV 19 3A 37 (NUEVA);;BOGOTÁ D.C.;AV 19 3A 37 (NUEVA)
4743;4743;OLIMPICA STO 436 ISERRA 100;BOGOTA;KR 38 97 76 CE ISERRA 100;;BOGOTÁ D.C.;KR 38 97 76 CE ISERRA 100
4744;4744;OLIMPICA STO 568 GUAYAQUIL;VALLE DEL CAUCA;CL 15 18 A 34;;CALI;CL 15 18 A 34
4745;4745;OLIMPICA STO 569 ACACIAS;VALLE DEL CAUCA;AU SUR CL 23;;CALI;AU SUR CL 23
4746;4746;OLIMPICA STO 610;BOLIVAR;KR 3 A 5 381;;CARTAGENA;KR 3 A 5 381
4747;4747;OLIMPICA TEQUENDAMA;VALLE DEL CAUCA;CL 6 A 43 51;;CALI;CL 6 A 43 51
4748;4748;OLIMPICA VERSALLES;VALLE DEL CAUCA;AV 4 NORTE 21 N 89;;CALI;AV 4 NORTE 21 N 89
4749;4749;OLIMPICA VILLA COLOMBIA;VALLE DEL CAUCA;CL 51 14 12;;CALI;CL 51 14 12
4750;4750;OLIMPICA VILLA MAGDALA;BOGOTA;KR 21 153 25 BR VILLA MAGDALA;;BOGOTÁ D.C.;KR 21 153 25 BR VILLA MAGDALA
4751;4751;OLIMPICA VILLACENTRO VILLAVICENCIO;META;CE VILLA CL 15 CON KR 39;;VILLAVICENCIO;CE VILLA CL 15 CON KR 39
4752;4752;OLIMPICA ZIPAQUIRA;CUNDINAMARCA;CL 4 6 45;;ZIPAQUIRA;CL 4 6 45
4753;4753;OMAR HERNANDO CUELLAR GARCIA Y CIA S EN C;BOGOTA;AV CARACAS 33 01;;BOGOTÁ D.C.;AV CARACAS 33 01
4754;4754;OMEGA # 2 ALMACEN DE COMPRA VENTA CON PACTO DE RETROVENTA;ATLANTICO;CL 45 1 K 03;;BARRANQUILLA;CL 45 1 K 03
4755;4755;ON LINK.NET;ANTIOQUIA;CL 9 AA 75 A 04;;MEDELLIN;CL 9 AA 75 A 04
4756;4756;ONE WAY 115;ANTIOQUIA;KR 48 10 45 CE MONTERREY LC 115;;MEDELLIN;KR 48 10 45 CE MONTERREY LC 115
4757;4757;ONLINE CAFE INTERNET VIP;ANTIOQUIA;KR 52 57 A 03;;ITAGÜI;KR 52 57 A 03
4758;4758;ONLINE COMUNICACIONES;VALLE DEL CAUCA;KR 14 14 38;;BUGA;KR 14 14 38
4759;4759;OP COMUNICACIONES;HUILA;CL 5 5 72;;GIGANTE;CL 5 5 72
4760;4760;OPCION FARMA SAS;ANTIOQUIA;KR 40 47 SUR 02;;ENVIGADO;KR 40 47 SUR 02
4761;4761;OPEN 7 CL 15;RISARALDA;CL 15 13 110 CE PEREIRA PLAZA;;PEREIRA;CL 15 13 110 CE PEREIRA PLAZA
4762;4762;OPERADORA LOMAR COLOMBIA S A S;BOGOTA;AC 19 28 80 LC B 43 44 45 46;;BOGOTÁ D.C.;AC 19 28 80 LC B 43 44 45 46
4763;4763;OPERADORA UNIVERSAL SAS;NORTE DE SANTANDER;AV 1 16 35 39;;CÚCUTA;AV 1 16 35 39
4764;4764;OPOSITIVO SOLUCIONES GRAFICAS E INFORMATICAS;BOGOTA;CL 139 95 A 70 LC 3;;BOGOTÁ D.C.;CL 139 95 A 70 LC 3
4765;4765;ORANGE.GAV;NARIÑO;CL SUKRE FRENTE CONFAMILIAR;;TUMACO;CL SUKRE FRENTE CONFAMILIAR
4766;4766;ORBIDROGAS NO 1;BOLIVAR;NUEVO BOSQUE MZ 11 LT 1 ET 5 A;;CARTAGENA;NUEVO BOSQUE MZ 11 LT 1 ET 5 A
4767;4767;OROZCO GOMEZ GERMAN DE JESUS;VALLE DEL CAUCA;CL 13 B 85 C 75;;CALI;CL 13 B 85 C 75
4768;4768;OROZCO LOPEZ MARIA ROCIO;VALLE DEL CAUCA;CL 34 KR 25 EQ;;PALMIRA;CL 34 KR 25 EQ
4769;4769;ORTIZ BADILLO CARMEN;SANTANDER;CL 36 35 59;;BUCARAMANGA;CL 36 35 59
4770;4770;ORTIZ MURCIA PEDRO JAVIER;SANTANDER;CL 55 2 81;;BUCARAMANGA;CL 55 2 81
4771;4771;OXXO 140 BOG;BOGOTA;CL 140 17 A 30;;BOGOTÁ D.C.;CL 140 17 A 30
4772;4772;OXXO ANDINO;BOGOTA;CL 82 11 15;;BOGOTÁ D.C.;CL 82 11 15
4773;4773;OXXO AUTOPISTA;BOGOTA;KR 45 A 128 B 73 LC 108;;BOGOTÁ D.C.;KR 45 A 128 B 73 LC 108
4774;4774;OXXO BRITANIA;BOGOTA;AK 58 131 A 46;;BOGOTÁ D.C.;AK 58 131 A 46
4775;4775;OXXO CALATRAVA;BOGOTA;TV 60 127 D 97;;BOGOTÁ D.C.;TV 60 127 D 97
4776;4776;OXXO CALLE 67;BOGOTA;CL 67 10 A 56;;BOGOTÁ D.C.;CL 67 10 A 56
4777;4777;OXXO CEDRITOS;BOGOTA;CL 140 13 06;;BOGOTÁ D.C.;CL 140 13 06
4778;4778;OXXO CEDRO;BOGOTA;CL 147 12 06;;BOGOTÁ D.C.;CL 147 12 06
4779;4779;OXXO COSMOS;BOGOTA;CL 64 11 37 LC 105;;BOGOTÁ D.C.;CL 64 11 37 LC 105
4780;4780;OXXO DECIMA SAN DIEGO;BOGOTA;KR 10 27 75 LC 9;;BOGOTÁ D.C.;KR 10 27 75 LC 9
4781;4781;OXXO JAVERIANA;BOGOTA;KR 7 41 EQ;;BOGOTÁ D.C.;KR 7 41 EQ
